"name","rating_count"
"Paradise Biryani",500
"The Bread Basket",500
"Modern Pizza World",500
"Marvadi Bhojnalai",500
"Saffron Multicuisine Restaurant",500
"Eswari Vilas",500
"UBQ by Barbeque Nation",500
"KFC",500
"Anupama Sweets and Restaurant",500
"McDonald's",500
"Biryani By Kilo",500
"New Indian and Chinese Corner",500
"Bakingo",500
"Rasoi",500
"KFC",500
"Chaayos Chai+Snacks=Relax",500
"MOPP - Mad Over Parathas & Pakodas",500
"Thalaivars Biryani",500
"Rollsking",500
"Prince Ki Rasoi",500
"Om Sweets & Snacks (NIT 5)",500
"Faasos - Wraps & Rolls",500
"Burger Point",500
"Burger Singh (Big Punjabi Burgers)",500
"Btech chaap wala",500
"NIC Natural Ice Creams",500
"Biryani Blues",500
"Punjab Junction",500
"shri ram dhaba",500
"Choudhary sweets",500
"KFC",500
"La Pino'z Pizza",500
"Ghar Ki Rasoi",500
"Khana Khazana",500
"Cake Plaza",500
"Pizza Galleria",500
"Cake Box",500
"Biryani By Kilo",500
"California Burrito",500
"Bakingo",500
"Wangshi's Chinese and Thai",500
"Chinese Corner",500
"The Burger Club",500
"Salad Days",500
"Faasos - Wraps & Rolls",500
"NIC Natural Ice Creams",500
"Shahi Darbar",500
"Naga Hotel",500
"Anita's Kitchen",500
"The Dhaba",500
"Food Villa",500
"Maa Kali Hotel",500
"Khushboo",500
"KFC",500
"GM Gopal Maharaj",500
"4 Seasons",500
"Biryani By Kilo",500
"Sagar Ratna",500
"Oriental Bistro",500
"Subway",500
"Rolls Mania",500
"Shree Ganesh Family Restaurant",500
"Petoo",500
"Iora Kitchen",500
"S.R FOODS",500
"Rang De Basanti Urban Dhaba",500
"New Momo Ghar",500
"Nehar's",500
"Burger Tree",500
"KFC",500
"FoodExx",500
"RJ Bistro",500
"Chawlas",500
"MU",500
"Bansiwala",500
"McDonald's",500
"Riddhi Siddhi Restaurant",500
"Jungle Fiesta Multi Cuisine Restaurant",500
"Shama Deluxe Restaurant",500
"Nanak's Sweet and Restaurant",500
"Burger King",500
"Shaandar Zaika",500
"TIRUPATI RESTAURENT",500
"FOOD FIESTA",500
"Burger King",500
"S Kumar Tiffin service",500
"Pizza Wings",500
"McDonald's",500
"The Biriyani startup",500
"Hotel Leelavati Palace",500
"Hotel Shri Sai",500
"Hotel Shree Ganesh",500
"NIC Natural Ice Creams",500
"Sandwich Eatery",500
"Hotel Vasudha Elite",500
"Andhra Gunpowder",500
"lucky's biryani house",500
"Subway",500
"Fresco Eatery",500
"CakeZone",500
"Paradise Biryani",500
"DELITE KITCHEN",500
"Dosa Room.Com (Nani Tiffins)",500
"Zomoz-The Momo Company",500
"Tasty Foods",500
"Santosh Dhaba",500
"Kwality Walls Frozen Dessert and Ice Cream Shop",500
"Cheesiaano pizza",500
"Haiking Chinese Restaurant",500
"Eagles Pizza",500
"Ghrelin - Cafe and Patisserie",500
"Subway",500
"Sri Narsing Bhelpuri & Pav Bhaji (Himayathnagar)",500
"Famous Ice Cream",500
"Shree Santosh Family Dhaba",500
"Sri Radhe Chills and Thrills",500
"Amantran Bengali Restaurant",500
"Tibbs Frankie",500
"The Belgian Waffle Co.",500
"Samosa Singh",500
"La Pino'z Pizza",500
"Veerji Ka Dhaba",500
"Veggie Chinese",500
"Dimmy's Pan Palace",500
"SodaBottleOpenerWala",500
"Vivaha Bhojanambu",500
"45th Avenue by Karachi Bakery",500
"Subway",500
"Van Lavino",500
"Almond House",500
"Udipis Upahar",500
"Rayalaseema Ruchulu",500
"AnTeRa Kitchen And Bar",500
"Mandi @36",500
"Syala 95A",500
"Southern Express",500
"Soups N Salads",500
"Starbucks Coffee",500
"California Burrito",500
"Churrolto",500
"Kritunga Restaurant",500
"Ulavacharu",500
"China Bistro",500
"Balaji Santosh Dhaba",500
"Hotel Woodside (Veg)",500
"Anand Bhavan",500
"Theobroma",500
"Rambharose - Bhattad Ki Idli",500
"Sri Siddhi Udupi Tiffins & Restaurant",500
"Wow! Momo",500
"Sri Narsing Bhelpuri & Juice Centre",500
"Aashirvad Tiffins",500
"Pizza Hut",500
"Ram Ki Bandi",500
"The Belgian Waffle Co.",500
"Subway",500
"EatFit",500
"Reshmi's Classic Restaurant",500
"Domino's Pizza",500
"Ohri's Happy Takeaway",500
"Natural Ice Cream",500
"Bowl O' China",500
"Bakingo",500
"Agrawala Sweets",500
"Asoka Restaurant",500
"Green Treat",500
"KS Bakers",500
"La Pino'z Pizza",500
"Balaji Santosh Dhaba",500
"G Pulla Reddy Sweets",500
"Veggie Chinese",500
"Shree santosh family dhaba",500
"A-1 Chicken Pakoda",500
"Papadams Restaurant",500
"Telangana Inti Ruchulu",500
"Delicious Dosa",500
"Sahadeva Reddy's Southern Spice",500
"Eagles Pizza",500
"Bahar Biryani Cafe",500
"Tipsy Topsy",500
"Zomoz - The Momo Company",500
"Domino's Pizza",500
"Taco Bell",500
"Andhra Gunpowder",500
"Taaza Tiffins",500
"NorFest - The Dhaba",500
"Jain Kitchen Pure Veg Restaurant",500
"KRITUNGA RESTAURANT",500
"Sri Sai Chat Bhandar",500
"The Thick Shake Factory",500
"BlueFox",500
"Mr.Pulao",500
"Sahadeva Reddy Chaat & Snacks",500
"Delhi Mithai Wala",500
"Chung Hua Estd 1983",500
"Vasireddy Swagruha Foods",500
"Al Madina Mandi House",500
"Corner Bakers",500
"MEGHANA TIFFIN CENTER",500
"Dragon's Kitchen",500
"Deccan Deewan Restaurant",500
"Kodi Kura Chitti Gaare",500
"Kritunga Restaurant",500
"Pista House Restaurant and Bakery",500
"Hotel Shubham Celebrations - Dhanturi Group of Hotels",500
"Andhra Gunpowder",500
"NIDHI Ki RASOI Se... North Indian (pure Veg)",500
"Theth Masala",500
"Far East Asia",500
"KARACHI BAKERY",500
"Agra Sweets Banjara",500
"Breakfast Express",500
"Shaandar Shawarma by Roxtarz",500
"Potful - Claypot Biryanis",500
"NIC Natural Ice Creams",500
"Oven Story Pizza",500
"Olio - The Wood Fired Pizzeria",500
"Cake L'amore",500
"BlueFox",500
"Pizza Hut",500
"NawabiChaats",500
"Subway",500
"Bombay Juice",500
"Mayabazaar",500
"Palamuru Grill",500
"4 Seasons",500
"Delhi Mithaiwala",500
"Dosa Hut",500
"Vellanki Foods",500
"Telankhana",500
"China Bistro",500
"Eagles Pizza",500
"Andhra Gunpowder",500
"Kesariya's Sweets and Chaat",500
"Behrouz Biryani",500
"Sri Santosh Family Dhaba",500
"Oven Story Pizza",500
"Faasos - Wraps & Rolls",500
"Samosa Singh",500
"The Belgian Waffle Co.",500
"Eat Hot Chinese fast food",500
"Hotel Udupi Home",500
"Delhi Mithaiwala",500
"LunchBox - Meals and Thalis",500
"Chinese Hut Hotel",500
"Behrouz Biryani",500
"Needs Fast food joint",500
"Sai Ram Curries & Parcels",500
"Lavish Corner",500
"Oven Story Pizza",500
"Hotel Suprabhat",500
"Haldirams",500
"Mini Punjab",500
"Nrs Mamatha Darshini",500
"Mayur Pan House",500
"Santosh Dhaba Jashan",500
"Scoops",500
"Marathi Katta",500
"KFC",500
"Biryani Stories",500
"Ohri's Eatmor",500
"KFC",500
"Biryaniwalla & Co - The Pride of Hyderabad",500
"Dunkin'",500
"Keshav Reddy Sweets",500
"Angaara 5",500
"Exotica",500
"Haiku",500
"Haldirams",500
"Shree Santosh Family Dhaba",500
"NIC Natural Ice Creams",500
"Almond House",500
"Huber & Holly",500
"Desi Kitchen",500
"Shanbhag Hotel",500
"Dadu's",500
"Taco Bell",500
"Starbucks Coffee",500
"Shahi Dastarkhwan",500
"Pista House",500
"WarmOven Cakes & Desserts",500
"Skypark Cafe",500
"Friends Shawarma",500
"Nanking C.R - Estd 1957",500
"California Burrito",500
"Paradise Biryani",500
"Seasons Xprs",500
"Hotel Sitara Grand - Dhanturi Group of hotels",500
"LunchBox - Meals and Thalis",500
"Ohri's Cake Nation",500
"Hyderabad Restaurant",500
"Lo! - Low Carb and Keto Foods",500
"Truly Punjabi",500
"Sardarji's Chat and More",500
"Anaganaga",500
"Keshav Reddy Sweets",500
"NIC Natural Ice Creams",500
"Great Indian Khichdi by EatFit",500
"Jaggi De Paranthe(Jassi De Paranthe)",500
"Friends Foods - Taste of TamilNadu",500
"Shri Vaishnav Dhaba",500
"AM - PM Food Court",500
"SK Shawarma",500
"Balaji Santosh Family Dhaba",500
"Meghduth Biryanis",500
"MYBOLI MAHARASHTRIAN KITCHEN",500
"Biryanis and More",500
"Norfest- The Dhaba",500
"Bismi Maggi & juice center",500
"Agra Sweets Banjara",500
"KADAPA DOSA HOUSE",500
"Coconut Juice Bar",500
"Zen Bowls",500
"LunchBox - Meals and Thalis",500
"Pizza Hut",500
"KARACHI BAKERY",500
"Surabhi Family Restaurant",500
"Lips 'N' Licks Food Court",500
"Kitchen King",500
"KS Bakers",500
"HOTEL SRI RAGHAVENDRA UDIPI VEG",500
"Kinara Grand",500
"Balaji santosh dhaba",500
"Paradise Biryani",500
"Sri Raghavendra Tiffins & Meals",500
"Aroma Restaurant",500
"palegars cuisine restaurant",500
"Shri Raghavendra Bhavan",500
"Sandwich Eatery",500
"Taco Bell",500
"The Red Box",500
"Beijing Bistro",500
"Subway",500
"Makrand - Sweets & More",500
"Bommarillu Family Restaurant",500
"Burfi Ghar",500
"Behrouz Biryani",500
"Chickpet Donne Biryani House Miyapur",500
"Wander - Shawarma and Momo",500
"Parampara- 'The Mithai Shop'",500
"G Pulla Reddy Sweets",500
"All Day Parathas",500
"Tandoori Food Works",500
"Tipsy Topsy Bakers",500
"Bismillah Hotel",500
"ROYAL FOOD COURT",500
"La Pino'z Pizza",500
"Pizza Street",500
"NIC Natural Ice Creams",500
"Bangkok169",500
"Keshav Reddy Sweets",500
"Sugarcane Wala",500
"Oven Story Pizza",500
"Millet Express",500
"Chaitanya's modern kitchen",500
"Biryani Vs Pulav",500
"Paradise Biryani",500
"Andhra Gunpowder",500
"KFC",500
"1980s Military Hotel",500
"FRUIT BITE NATURAL JUICES & SALADS",500
"Subway",500
"Santosh Family Dhaba",500
"Sandwich Eatery",500
"Breakfast Express",500
"Vasireddy Swagruha Foods",500
"Biryanis and More",500
"SRI MAHALAXMI REDDY BROTHERS TIFFINS & FAST FOOD",500
"NIC Natural Ice Creams",500
"Cake L'amore",500
"Dragon's Kitchen",500
"KAVERI KITCHEN'S",500
"New Pentaiah Hotel",500
"Maggiz & More",500
"Faasos - Wraps & Rolls",500
"DAVANAGERE BENNE DOSA",500
"SaiRam Ki Bandi",500
"Chef Marathi",500
"Keshav Reddy Sweets",500
"Kesariya's Sweets and Chaat",500
"Coconut Juice Bar",500
"KFC",500
"The Belgian Waffle Co.",500
"Oh! Calcutta",500
"Mandi King Arabian Restaurant",500
"Subway",500
"Dragon's Kitchen",500
"Chakhh de punjab",500
"Rajasthan Restaurant",500
"Tibbs Frankie",500
"Mohammedia Shawarma",500
"Khichadiwala",500
"KARACHI BAKERY",500
"Mainland China",500
"Swap",500
"New Kritunga Restaurant",500
"Lakshmi Tiffin Centre",500
"Abhiruchi Hotel",500
"McDonald's",500
"Roast",500
"Khichdi Express",500
"Nrs Cafe Nandini",500
"Exotica",500
"President Dhaba",500
"100N",500
"The Masala House",500
"Pompeii Pizza Studio",500
"Savla's Home Food",500
"Sai Ram Curries & Parcels",500
"BlueFox",500
"Sultan Darbar",500
"Shree Golden Palace Restaurant",500
"Bakers Street",500
"Sri Balaji Family Dhaba",500
"Sri Vasavi Grand",500
"Oven Story Pizza",500
"Minerva Sweets",500
"Subway",500
"Saba Hotel",500
"Subway",500
"KFC",500
"Andhra Gunpowder",500
"Mujtaba Grills",500
"G Pulla Reddy Sweets",500
"Nanking C.R - Estd 1957",500
"Jus Gokool",500
"KRITUNGA RESTAURANT",500
"Hotel Super Star",500
"Tasty Dragon - Chinese Kitchen",500
"Fat Nawabs Biryani",500
"Pizza Hut",500
"Chutney Bowl",500
"Hotel Suprabhat Multi Cuisine Restaurant",500
"Manchuriya Go",500
"KFC",500
"Munching Time",500
"KS Bakers",500
"Rao's Food Plazaa",500
"Sudarshan Reddy Pure Ghee Sweets",500
"Rumaan Restaurant",500
"Pista House Restaurant",500
"Redaan Restaurant",500
"Shiva Sai Reddy Sweets & Chat",500
"N Village",500
"Eagles Pizza",500
"Sindhura East Court Tiffins & Meals",500
"Anu Tiffin Center",500
"Balaji Santosh Dhaba",500
"KFC",500
"Hotel Swagath Grand - Dhanturi Group of Hotels",500
"Hotel Swagath",500
"Agra Sweets Banjara",500
"Village Curry Point",500
"Noodles Corner",500
"New Best Green Bawarchi",500
"Mozzarella - The Pizza House",500
"Aahar Restaurant",500
"Ganesh Food Court",500
"Limra Grills Restaurant",500
"Chai Kings",500
"Cream Town",500
"Pista House Tiffins",500
"Sri udupi Grand",500
"Sree Harsha Delux Mess",500
"Chaitanya Food Court - Curries",500
"Sandwich Eatery",500
"Oven Story Pizza",500
"The Belgian Waffle Co.",500
"Padmavathi Deluxe Mess",500
"Bahar Cafe",500
"Satti babu Biryani",500
"HOTEL MAYUKHA",500
"Al-Aadaab Arabian Mandi Restaurant",500
"Moghuls Paradiez",500
"Rajdhani",500
"KS Bakers",500
"Faasos - Wraps & Rolls",500
"Millet Kitchen Tiffins & Snacks",500
"EatFit",500
"Andhra Gunpowder",500
"Pondy Parottas",500
"Natural Ice Cream",500
"Shree Raghavendra Bhavan",500
"Punjabi Paratha House",500
"Shaandar Shawarma by Roxtarz",500
"Behrouz Biryani",500
"Hyderabad Chefs",500
"Kiosk Fried Chicken",500
"Olive Mithai Shop",500
"Sandwich Eatery",500
"Biryani Patnam",500
"PARAMPARA-'The mithai shop'",500
"Breakfast Express",500
"The Juice Land",500
"Dragon's Kitchen",500
"Dwaraka Grand",500
"Brundhavan Food Court",500
"Sri Matha Food Court",500
"Mayur Restaurant",500
"BROWN BEAR BAKERY",500
"Cake Mart",500
"Big Bowl",500
"The Wine Dine Restaurant",500
"Konaseema Infinite",500
"Sri Matha Multicuisine Restaurnat",500
"Kabul Darbar",500
"BAKEWELL CAKE HOUSE",500
"Kwality Walls Frozen Dessert and Ice Cream Shop",500
"The Kunafa Station",500
"Domino's Pizza",500
"Masqati Ice Cream",500
"Temptations",500
"KFC",500
"Dosa factory",500
"Behrouz Biryani",500
"PALEGARS CUISINE RESTAURANT",500
"Samosa Singh",500
"Jonathan's Kitchen",500
"The Gravity Lounge",500
"Kodi Kura Chitti Gaare",500
"Jodhpur Wala's Restaurant",500
"KFC",500
"Norfest - The Dhaba",500
"Kadir Nurman - Bonafide Shawarma",500
"Norfest The Dhaba",500
"JDM PUNJABI DHABA",500
"Preeti Tiffins",500
"Paradise Biryani",500
"Mohammedia Shawarma",500
"Santos Dhaba- The Oldwala",500
"KFC",500
"Oven Secretz",500
"Palamuru Grill",500
"Fire & Ice Restaurant",500
"Sandwich Eatery",500
"Sai Kailash Dhaba",500
"UDUPI SRI KRISHNA GRAND",500
"Dwaraka Multicuisine Restaurant",500
"KFC",500
"Ratan Sev Bhandar",500
"KESHAR	SHREE	RESTAURANT",500
"Behrouz Biryani",500
"Thali Central",500
"Meals101",500
"Bapu Ki Kutia",500
"Uttambhog-JMB",500
"Karnawat Restaurant",500
"La Milano Pizzeria",500
"Vijayshree Sandwich",500
"Subway",500
"Oven Story Pizza",500
"Ashirwad Bhojnalaya-Vijay Nagar",500
"Ice Balls and Slice Square",500
"Shrinath Restaurant -( Main Branch)",500
"UBQ BY Barbeque Nation",500
"McDonald's",500
"La pinoz pizza",500
"VIJAY SHREE BHOJNALAYA",500
"Natural Ice Cream",500
"KFC",500
"Shree leela Restaurant",500
"Shree Chotiwala Restaurant",500
"Hotel Madni Darbar -Sarwate Bus Stand",500
"Singh Sahab",500
"Upvaas",500
"Pishori Restaurant",500
"Pizza Hut",500
"Raju Bhai ka Dhaba (Mansha Foods)",500
"Faasos - Wraps & Rolls",500
"The Second Wife",500
"Oven Story Pizza",500
"Jain Mithai Bhandar (JMB)",500
"Chai Thikana",500
"Pizza hut",500
"APNA SANDWICH - SAKET",500
"BANSURIWALA",500
"Zakir Family restaurant",500
"Subway",500
"The Belgian Waffle Co.",500
"Vijay Chaat House",500
"New Pawar Restaurant",500
"Pride By Samrat - The Kitchen",500
"kamling  chinese  restaurant",500
"Dal Chini",500
"Badkul Restaurant",500
"Laziz Family Restaurant",500
"Avinandan Restaurant",500
"Pahalwan's",500
"La Pino'z Pizza",500
"ZBC (Zabardast Biryani Corner)",500
"Buddy's Hangout Cafe",500
"Red Chilli Restaurant",500
"Fire & Flare Cafe & Lounge",500
"Jannak's Restaurant",500
"Naveen Juice And Ice Cream Parlour",500
"Pizza Hut",500
"Shakewallah",500
"Al Kaif",500
"The Roll 'A' Wrap",500
"Laxmi Cold Drinks",500
"Nandi",500
"Rawat Misthan Bhandar- Nai Sadak",500
"New Gujrati Dabeli Vada Pav and Fast Food",500
"KFC",500
"Break Time",500
"Fat Belly",500
"Belle Amies Gar-Ali",500
"Rayalaseema Spice Family Restaurant",500
"Andhra Spice (Original)",500
"KFC",500
"Food nation",500
"New Lazeez Restaurant",500
"Venky Residency",500
"Hyggee Multicuisine Restaurant",500
"SRI SRINIVASA PURE VEG RESTAURANT",500
"McDonald's",500
"Sri Yati Softy - Padmapriya Complex",500
"NIC Natural Ice Creams",500
"Pizza Hut",500
"Sri NVR food court",500
"Raj Cosma Restaurant",500
"Temptations",500
"Subbaiah Gari Hotel",500
"Jaya Residency",500
"Barkaas Arabic Restaurant",500
"Subbayya Gari Hotel OLD & ORIGINAL",500
"Badariya",500
"Chicking",500
"AJWA RESTAURANT",500
"SREE KRISHNAS PURE VEGETARIAN",500
"Pizza Hut",500
"Pepperpot",500
"Dominic Pizza",500
"Biryani By Kilo",500
"Kwality Walls Frozen Dessert and Ice Cream Shop",500
"Ajmeri Darbar Chamanganj",500
"Wow! Momo",500
"La Pinoz Pizza",500
"SD Chat And Fast Food",500
"Spicy Foods",500
"Tadka The Food Hub",500
"Mithas",500
"Swad Fast Food",500
"Bakista",500
"Punjabi Chaap Corner",500
"Dawat Restaurant",500
"McDonald's",500
"Hot Pizza Ace",500
"New Talk Of The Town",500
"Funny Town Fast Food",500
"Faasos - Wraps & Rolls",500
"Mama Hotel",500
"Budhsen Sweet House",500
"New Hot Lips",500
"Food Carnival",500
"Chocolaid",500
"Yash Bhojnalaya",500
"KARAIKUDI KITCHEN",500
"NIC Natural Ice Creams",500
"New Peacock Restaurant",500
"Mint Family Restaurant",500
"Honey Bees",500
"Mehfil Restaurant",500
"7 sea's Restaurant",500
"Hotel Mayura",500
"Hotel Swetha",500
"NALLA BHOOMI RESTAURANT",500
"Thaza Family Restaurant",500
"Brufia Restaurant",500
"Le Arabia",500
"Karur Biriyani Centre",500
"Kokkarako Biryani",500
"Hotel Rashmi",500
"MILKSHAKE FACTORY",500
"Haveli Family Restaurant",500
"SRESHTA FAMILY RESTUARENT",500
"The Granios",500
"Udupi Ahaar",500
"Aarnas",500
"Uchavandi",500
"SALKARA XPRESS BY PARAGON",500
"Chiyang",500
"Urban Paratha",500
"Dindigul Thalappakatti",500
"Pallath Restaurant",500
"Thaal Kitchen",500
"Hotel Sree Aryaas",500
"Drunken Panda",500
"Sulthan Veedu",500
"Zaina Restaurant",500
"Pizza Hut",500
"Kamath's Inn",500
"McDonald's",500
"Surya Restaurant",500
"Chicking",500
"KFC",500
"Shenoy's Pure Veg",500
"Snoosh Ice Cream Palour",500
"Hotel Aryaas Park",500
"Tradition Express",500
"Chicking",500
"Arabian Dreams",500
"Mehfil Biriyani",500
"Hotel Chanus",500
"Chicking",500
"Pizza Hut",500
"Sree Muruga Cafe",500
"Hotel Mishwar",500
"Mummy's Uduppi Restaurant",500
"AKSHAYA CATERING AND RESTAURANT",500
"Chicking",500
"MaxFun Multi Cuisine Restaurant",500
"McDonald's",500
"Haji Ali Fresh Fruit Juices",500
"Niyaaz Restaurant",500
"McDonald's",500
"The Punjabis",500
"NIC Natural Ice Creams",500
"Wow! momo",500
"New Royal Biryani",500
"Burger King",500
"edabba",500
"Fried Chicken Wala",500
"Oven Story Pizza",500
"Wow! Momo",500
"Pithe Bilashi",500
"The Grub Club",500
"OverDose",500
"Biryani By Kilo",500
"Kurry Patta",500
"Rang De Basanti Dhaba",500
"Kookie Jar",500
"Roastery Coffee House",500
"Maggi wala",500
"Mithai",500
"Chennai Square",500
"Natural Ice Cream",500
"Chowman - Ballygunge Place",500
"The Perfect Match",500
"Kaligodam",500
"Yoga Bowl",500
"Mandarin Restaurant Old",500
"Machhli Baba Fries",500
"Campari",500
"Oven Story Pizza",500
"Chapter 2",500
"Cakes Gariahat",500
"Little pleasures",500
"The Yellow Turtle",500
"Kimli",500
"Bliss",500
"Banana Leaf",500
"Mama Mia! - Italian Ice Creams",500
"Denzong Kitchen",500
"Imarat - Calcutta Biryani Co.",500
"Keventers - Milkshakes and Desserts",500
"Hangry Baba",500
"So Southy",500
"Haji ali",500
"Zafrani's",500
"Mutton Golbari",500
"Goutam's - New Town",500
"Wow! Momo",500
"Bowl Nation",500
"Red Chillies",500
"Gupta Brothers The Abarkhabo Shoppe",500
"Wow! China",500
"Dacres Lane",500
"Subway",500
"KABULIWALA",500
"Mama Mia! - Italian Ice Creams",500
"POCKETMEAL99",500
"GUPTA'S VEG",500
"Burger In Law",500
"Sher A punjab",500
"Shawarma Nation",500
"Hatari",500
"Bangaliyna",500
"Hunger Bites",500
"Ganguram",500
"Tripti bhojnalaya",500
"Bowl Mein",500
"Chowrasia Chaats",500
"The Yellow Straw",500
"Oudh 1590 Salt Lake",500
"Apu's Kitchen Phool Bagan",500
"KFC",500
"Chai Break- Kankurgachi",500
"Khichdi Khichri",500
"Pizza Hut",500
"Sharma Tea(Salt Lake)",500
"Banana Leaf",500
"Ranjan's",500
"Balle Balle Dhaba",500
"Kookie Jar",500
"Apanjan - Salt Lake",500
"Maa Annapurna",500
"Haka",500
"Goutam's - City Centre 1",500
"Haldirams-CIT Road",500
"New Labong Cafe & Steakhouse",500
"Honey da dhaba",500
"Wow! China",500
"Machhli Baba Fries",500
"New Simla Restaurant",500
"Mitra Cafe-Salt Lake",500
"Dosa Coffee",500
"The Asian Flare",500
"Momo I am",500
"Banchharam's",500
"Chilli flakes",500
"Tewari Confectioners Mithaiwala Pvt Ltd",500
"CALCUTTA 64",500
"Behrouz Biryani",500
"Oven Story Pizza",500
"Pangong",500
"Wow! Momo",500
"Ming Dimsum and Pouchong Asian Products",500
"Wah Thali - Meals & Combos",500
"Chowman-Broadstreet",500
"Domino's Pizza",500
"Shiraz Golden Restaurant",500
"B.M. Fast Food",500
"Subway",500
"Azad Hind Dhaba",500
"The Tasty Bites",500
"Wow! Chicken",500
"Ya Burger",500
"Wow! China",500
"Chennai Express",500
"Royal Jade",500
"Balaram Mullick & Radharaman Mullick Sweets-Kasba",500
"Burger In Law",500
"Oven Story Pizza",500
"Taco Bell",500
"Kela Patta",500
"Domino's Pizza",500
"Fiesta",500
"Banana leaf",500
"Aminia - Mukundapur",500
"KIRANS KITCHEN",500
"Wow! Momo",500
"Bhimnags Brother Sreenathnag",500
"Hasty Tasty",500
"Gusto Pizza",500
"Aami Bangali",500
"Tasty Court",500
"Pizza Hut",500
"New Punjab Khalsa Hotel",500
"Gupta Brothers -Ballygunge",500
"Domino's Pizza",500
"KFC",500
"Kookie Jar",500
"CIT Cafe",500
"Balwant Singh's Eating House",500
"Daily Bhoj",500
"Haji Shaheb",500
"Azad Hind Dhaba-Ballygunge",500
"Apna Dhaba",500
"Tung Fong",500
"Beijing",500
"Wow! China",500
"Arun Tea Stall",500
"Keventers - Milkshakes and Desserts",500
"The 6 Russell Street",500
"Shiraz Golden Restaurant",500
"ATS Arun Dhaba",500
"Mocambo",500
"The Belgian Waffle Co.",500
"Saiqa Restaurant",500
"Chowman-Russel Street",500
"Haji Saheb Park Circus",500
"Cakes, Rowden street",500
"Bombay Shiv Sagar",500
"Golden Joy",500
"Nepal Sweets",500
"Kareem's - Park Street",500
"Jyoti Vihar",500
"Kake D Hatti",500
"Natural Ice Cream",500
"Breakfast Point",500
"CHINA BOWL",500
"Machhli Baba Fries",500
"Shawarma Nation",500
"Behrouz Biryani",500
"Oven Story Pizza",500
"Cakes,Patuli",500
"Panditji Kitchen",500
"Azad Hind Dhaba",500
"Tif	In	Time",500
"Hatari - Garia",500
"Himur Heshel",500
"krishanlal bhujiawala & sweets",500
"The Grub Club- Tollygunge",500
"Brar's Punjabi Food Court",500
"M/S A1 Arafat Biriyani",500
"Mio Amore - The Cake Shop",500
"Pizza Hut",500
"Lazeez Biryani",500
"Amber-Esplanade",500
"Kasturi Restaurant",500
"Acs Chinese Flavour",500
"Oven Story Pizza",500
"Wow! Momo",500
"D Win Dragon",500
"Gupta Brothers Restaurant",500
"The Roll Factory - By Sanjha Chulha",500
"TANDOOR PARK BEHALA",500
"Wow! Momo",500
"The Bong's Quest",500
"Azad Hind Dhaba",500
"Mio Amore - The Cake Shop",500
"Cookies & Cakes - Behala",500
"Hatari",500
"Kotal's Satya Narayan Mistanna Bhander",500
"Jadu Kadai",500
"Wokstreet",500
"Paritripti Home Delivery",500
"The Belgian Waffle Co.",500
"Mio Amore - The Cake Shop",500
"Cakes,New Alipore",500
"La Pino'z Pizza",500
"Subway",500
"Sharma Sweets - New Alipore",500
"Krishna Snacks Bar",500
"Bachan's Tandoori Club",500
"Wow! Momo",500
"Kwality Walls Frozen Dessert and Ice Cream Shop",500
"Petuk Mahaaa-raj",500
"UBQ by Barbeque Nation",500
"Bhojohori Manna",500
"Sharma Snacks-Shyamnagar",500
"Rajdhani Food Express",500
"Kolkata@99",500
"Dehat",500
"Kathi On The Go",500
"The Belgian Waffle Co.",500
"Veg Dhaba",500
"Subway",500
"French Loaf",500
"The Pind punjabi dhaba",500
"SPICE RICE",500
"Bagels the cake & cookies shop",500
"Chandigarh Hotel",500
"Mitra Cafe",500
"New Haji Biryani",500
"Aamar Kolkata",500
"Annapurna Khabar Ghar",500
"Tandoor Box",500
"Pizza Hut",500
"KFC",500
"@69 Food Zone",500
"Bhooter Raja Dilo Bar",500
"Wow! Momo",500
"Shiraz Golden Restaurant",500
"A1 Haji Biryani and Kebabs",500
"Hindusthan Sweets -Jadavpur",500
"Ajooba Biryani Center",500
"BHUPEN CABIN",500
"Spice 2 GO",500
"Shawarma Nation",500
"Cantonese Restaurant",500
"The chef",500
"Maggi wala",500
"WICH CRAFT",500
"Hotel Rani",500
"Wow! China",500
"Mio Amore - The Cake Shop",500
"Aahar-E-Kolkata",500
"Suruchi Eating House",500
"Shivam Sandwich",500
"Wok Up",500
"Kerala Express",500
"Pizza Hut",500
"Mama Mia! - Italian Ice Creams",500
"Bijoli Grill Foods Corner",500
"Hungry Tide",500
"Hanglaatherium",500
"Calcutta Bistro",500
"Oven Story Pizza",500
"Behrouz Biryani",500
"Agarwal's Food Delivery",500
"MOMO RAJA",500
"Cookies & Cakes - Jadavpur",500
"Balaram Mullick & Radharaman Mullick Sweets-Lake Gardens",500
"6 Ballygunge Place Takeaway",500
"Blue Lagoon",500
"Banchharam's",500
"Food Peddler Sandwiches",500
"Gharoa Restaurant",500
"Dosa express",500
"Chili's American Grill & Bar",500
"Hatari",500
"Snacks & Grill",500
"Aminia - Joka",500
"Oven Story Pizza",500
"KABULIWALA",500
"New Paul Dhaba - Veggie Hub",500
"Wow! Momo",500
"KFC",500
"Pizza Hut",500
"City Hotel",500
"KEF CAFE",500
"Frankztreat - karikode",500
"KFC",500
"Sri Sharavana Bhavan",500
"CHIKEYS",500
"S M Family Restaurant",500
"Frankztreat",500
"Hotel Bismillah",500
"Supreme All Spice",500
"Fayalwan Hotel",500
"Fryday Restaurant",500
"Arakallu Restaurant",500
"AR Restaurant - kavanad",500
